ID,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1c,Q1d_1,Q1d_2,Q1d_3,Q1d_4,Q1d_5,Q1d_6,Q1d_7,Q1d_8,Q1d_9,Q1e_1,Q1e_2,Q1e_3,Q1e_4,Q1e_5,Q1e_6,Q1e_7,Q1e_8,Q2a,Q2b,Q2c,Q3a_1,Q3a_2,Q3a_3,Q3b,Q3c,Q3d,Q4a_1,Q4a_2,Q4a_3,Q4a_4,Q4a_5,Q4a_6,Q4a_7,Q4a_8,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_5,Q4b_6,Q4b_7,Q4c,Q4d,Q5a_1,Q5a_2,Q5a_3,Q5a_4,Q5a_5,Q5a_6,Q5a_7,Q5a_8,Q5a_9,Q5a_10,Q5a_11,Q5a_12,Q5a_13,Q5b,Q5c,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j
P0076,0,0,0,0,0,0,0,0,0,1,4,4,3,4,4,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,5,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0077,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1, , , , , , , , , , , , , , , , , ,4,4,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0078,0,0,1,0,1,1,0,1,0,0,1,1,1,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,1,3,2,2, , ,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0079,1,1,0,0,0,0,1,0,0,0,2,2,2,3,2,4,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,1,1,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,3,3,2,1,2
P0080,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,1,1,2,1,1, ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1, , , , , , , , , , , , , , , , , , , , , 
P0081,1,0,0,1,1,0,0,1,0,0,2,1,3,2,2,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,3,2,1,1,3,1
P0082,0,1,1,1,1,0,1,0,0,0,3,3,2,1,2,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,1,1, ,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,3,3,2,3,1,2
P0083,0,0,0,0,0,0,0,1,0,0,2,2,2,1,3,1,3,1,1, , , , , , , , , , , , , , , , , ,3,1,3,2,3,2, , , ,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0084,1,1,0,0,0,0,0,0,0,0,2,2,2,4,4,2,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0085,1,1,1,0,0,0,0,0,0,0,2,2,2,4,4,2,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0086,1,1,1,0,0,1,1,1,0,0,1,1,1,4,2,1,1,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,2,2,2, ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , 
P0087,1,1,1,0,1,1,0,1,0,0,4,3,3,4,2,4,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1,1,2,2,2,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0088,1,1,0,0,0,0,0,0,0,0,2,1,5,5,5,1,5,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,3,2,2,1,3, ,2, ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0089,0,1,1,0,1,0,0,0,0,0,2,2,1,2,1,2,2,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,1,1,2,1,1, ,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2,4,1,3,1,1
P0090,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0091,0,1,0,0,0,0,0,1,0,0,2,1,2,2,3,2,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,5,3,2,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0092,1,1,1,0,1,1,0,0,0,0,2,2,2,4,2,2,2,2,6, , , , , , , , , , , , , , , , , ,5,5,1,1,1,3,2,2, ,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0093,1,1,0,0,1,0,0,1,0,0,2,2,2,3,2,3,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,3,1,1,1,2,2,2, ,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0094,1,1,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,2,1, , , , , , , , , , , , , , , , , ,4,3,1,2,1,2, ,2, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0095,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,2,2,2, , , ,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0096,1,1,0,1,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5,5,3,1,1,1,2,2,2,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,2,2,2,4,3,3,3,3
P0097,0,0,0,0,1,0,0,1,0,0,4,2,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,2,2,2, , ,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0098,0,1,1,0,1,1,0,1,0,0,2,1,1,2,4,2,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,1,2,2,2, , ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1
P0099,0,0,0,1,1,0,0,1,0,0,2,1,1,3,2,3,2,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,3, ,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,1,3,1,1
P0100,0,1,1,0,0,0,0,0,0,0,2,5,5,3,2,2,3,2,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,3,1,2, ,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0101,0,0,0,0,0,0,0,0,0,1,3,2,2,4,4,2,4,3,6, , , , , , , , , , , , , , , , , ,3,3,2,2,2,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0102,1,1,1,1,1,1,1,1,0,0,2,2,1,2,3,2,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,3,2,1,1,2,2,2, ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,2,4,3,3,3,3
P0103,1,1,0,0,1,0,1,1,0,0,1,1,2,2,1,1,2,2,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,3,1,1,1,1,2,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,3,3,1,3,1
P0104,0,1,0,0,1,1,0,0,0,0,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,1,2,1,1, ,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0105,0,1,0,0,0,0,0,0,1,0,1,1,1,2,4,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0106,1,0,0,0,0,0,0,0,0,0,2,2,2,5,2,2,5,1,1, , , , , , , , , , , , , , , , , ,1,3,2,1,1,2,4,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0107,1,1,1,0,0,0,0,0,0,0,2,2,2,3,3,2,3,3,1, , , , , , , , , , , , , , , , , ,5,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0108,1,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,1,1,2,3,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0109,1,1,1,0,0,1,1,1,0,0,2,2,2,3,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2,3,3,3, , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0110,0,1,1,0,0,0,0,0,0,0,2,2,2,5,2,2,2,2,1, , , , , , , , , , , , , , , , , ,4,4,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0111,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , ,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,2,4,3,3,3,3
P0112,0,1,0,0,0,0,0,0,0,0,3,2,2,4,4,5,3,3,1, , , , , , , , , , , , , , , , , ,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0113,0,1,0,0,0,1,0,1,0,0,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,1, , , , , , , , ,2,2,2,2,1,2, ,5, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , , , , , , , , , , , , , , , , , , , , 
P0114,0,1,0,0,1,0,0,0,0,0,4,2,2,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,2,2,2, ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , 
P0115,0,1,0,1,1,0,0,1,0,0,3,3,3,4,3,3,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,2,1,1,3,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2,4,3,3,3,3
P0116,0,1,1,0,1,1,1,1,0,0,1,2,1,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,1,1, ,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,1
P0117,1,0,0,1,1,1,0,0,0,0,4,4,4,2,4,4,3,2,5,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,3,2,1,2,1,1, ,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,2
P0118,1,1,0,0,0,0,0,0,0,0,2,2,2,3,4,2,5,3,1, , , , , , , , , , , , , , , , , ,4,4,2,2,1,3, ,2, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0119,0,1,1,1,0,1,0,1,0,0,3,2,3,1,2,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,1,2,1,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,2,2,1,1,3
P0120,0,1,0,0,0,0,0,0,0,0,5,2,2,2,3,2,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,2,2,2, , , ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3, , , , , , , , , , , , , , , , , , , , , 
P0121,0,1,0,0,1,0,0,1,0,0,1,1,2,2,2,2,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,3,2,1,1,1,1
P0122,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,3,1,2,3
P0123,0,0,0,0,1,1,0,1,0,0,1,1,1,5,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,2,1,1, ,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0124,1,0,0,0,0,0,0,0,0,0,2,2,2,4,2,5,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,3,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0125,1,1,0,0,0,0,0,1,0,0,2,2,5,4,4,2,5,2,6, , , , , , , , , , , , , , , , , ,5,5,3,2,1,2, ,2, ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0126,1,1,0,0,0,1,0,1,0,0,2,2,2,4,4,2,4,2,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,3,3,2,2,1,2, ,1, ,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0127,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,1,2,1,2, ,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,3,3,3,3,2
P0128,0,1,0,0,0,0,0,1,0,0,2,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,2,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,4,3,3,3,1
P0129,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,2,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,3,2,2,2,2,3
P0130,0,0,0,0,1,0,0,1,0,0,2,2,3,4,2,2,3,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,2,2,2, , ,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0131,1,1,1,0,1,1,1,1,0,0,3,2,2,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,1,1,2,1,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,4,1,3,3,1
P0132,0,0,1,0,1,0,1,1,0,0,2,2,3,2,2,2,2,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,1,2,2,2, , ,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1
P0133,1,1,0,0,0,0,0,0,0,0,2,2,3,3,4,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,1,2, ,2, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0134,1,1,1,1,1,0,1,1,0,0,2,2,3,2,1,1,1,2,5,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,4,2,3,2,2
P0135,0,1,1,0,0,0,0,0,0,0,2,1,1,4,4,1,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0136,0,1,0,0,0,0,0,0,0,0,1,1,2,4,4,1,5,4,1, , , , , , , , , , , , , , , , , ,4,5,2,2,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0137,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,6, , , , , , , , , , , , , , , , , ,4,4,3,1,1,2,5,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0138,0,0,0,0,1,0,0,1,0,0,2,2,2,2,3,2,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,1,2,2,2, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0139,0,0,0,0,1,0,0,1,1,0,2,1,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,2,3,3,3, , , ,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3, , , , , , , , , , , , , , , , , , , , , 
P0140,0,1,1,0,1,0,1,0,0,0,3,1,1,4,1,2,1,1,1, , , , , , , , , , , , , , , , , ,3,5,3,1,1,2,2,2, ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0141,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2, , ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0142,0,0,1,0,1,0,0,1,0,0,3,2,2,3,2,3,5,1,1, , , , , , , , , , , , , , , , , ,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0143,0,0,1,0,0,1,0,0,0,0,2,1,1,5,2,1,5,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,5,3,3,2,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0144,0,1,1,0,1,1,1,1,0,0,1,1,2,4,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,1,1,3,3,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0145,0,0,0,0,1,0,1,1,0,0,2,2,1,4,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,3,2,1, , ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,4,2
P0146,0,0,0,0,1,1,0,1,0,0,2,1,2,5,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,2, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0147,0,1,0,0,0,1,0,1,0,0,1,2,2,1,3,2,5,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,3,2,3,1
P0148,1,1,1,0,0,0,1,0,0,0,1,1,1,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,3,2,1,1,2,2,2, ,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,2,4,3,3,3,1
P0149,0,0,0,0,1,0,0,0,0,0,2,2,1,4,2,1,3,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,2,1,2,2,2, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0150,1,1,1,0,1,1,0,1,0,0,1,2,1,2,3,2,2,2,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,3,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,4,3,3,3,3
P0151,0,0,0,0,0,1,1,0,0,0,4,2,5,4,4,1,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,2,2,2, , ,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0152,1,1,0,0,0,0,0,0,0,0,2,2,5,5,4,2,5,5,1, , , , , , , , , , , , , , , , , ,4,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0153,1,0,0,0,1,1,0,0,0,0,1,1,2,3,4,1,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,3,1,1,1,2,2,1, ,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0154,0,1,0,0,0,0,0,0,0,0,2,1,1,3,4,1,2,3,1, , , , , , , , , , , , , , , , , ,4,5,1,2,2,2, , , ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0155,1,1,1,1,0,1,0,0,0,0,2,2,2,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,2,1,1, ,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,2,4,3,3,3,1
P0156,1,1,1,0,1,1,0,1,0,0,2,2,2,2,2,2,3,2,1, , , , , , , , , , , , , , , , , ,3,3,1,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0157,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,1,1,1,1
P0158,0,0,0,0,0,0,0,0,0,1,2,2,1,2,3,2,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,4,2,2,1,1, ,2,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , 
P0159,1,1,1,1,1,1,1,1,0,0,3,3,3,2,2,2,2,1,5,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2,2,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,3,3,4,4,4,4
P0160,1,0,0,1,1,0,0,1,0,0,3,3,5,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,1,1,1,3,2,2, ,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,1
P0161,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,2,2,2, , , ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , 
P0162,0,1,0,1,1,1,0,1,0,0,2,2,2,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,1,1,2,1,1, ,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,4,1,3,3,3
P0163,0,0,0,0,0,0,0,1,0,0,4,5,3,4,4,3,5,2,6, , , , , , , , , , , , , , , , , ,3,4,2,2,2,2, , , ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P0164,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,2,5,2,1, , , , , , , , , , , , , , , , , ,5,5,2,2,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P0165,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,2,5,2,1, , , , , , , , , , , , , , , , , ,1,5,3,1,2,3,1, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
