name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_control,0,-129848.40014298668,12.893674850463867,0.0,0.9083592031713974,74.66195738698542,0.0,False,log
GLM_full_without_model,1,-129850.76743968239,17.867467880249023,2.3672966957092285,0.08514393717493625,74.68784384641441,1.832378926191382,False,log
GLM_full_with_model,2,-129853.3404639553,24.564258575439453,4.94032096862793,0.006496859653666319,74.69440555053664,2.999532986660408,False,log
