name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_full_with_model,0,-87521.34137127108,27.050960540771484,0.0,0.6643004090352739,53.088350371125856,0.0,False,log
GLM_control,1,-87522.04025480455,12.88714599609375,0.6988835334777832,0.33025032811330396,53.031919545024316,2.996015739670043,False,log
GLM_full_without_model,2,-87526.14462539858,17.666812896728516,4.803254127502441,0.0054492628514220725,53.03728807990093,2.8095968181229787,False,log
