name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_full_with_model,0,-404207.44920317037,31.941465377807617,0.0,1.0,188.91495881187655,0.0,False,log
GLM_full_without_model,1,-404260.3479568134,20.935232162475586,52.89875364303589,1.062583806941449e-23,188.83519186944102,11.243923241623795,False,log
GLM_control,2,-404264.5044223438,13.796562194824219,57.0552191734314,1.664305886321964e-25,188.79701982456376,12.002265029561801,False,log
