name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
full_vote,0,-63270.185869387395,31.908172607421875,0.0,0.9995030760144833,62.37700274339662,0.0,False,log
parsimonious_vote,1,-63277.79244583011,22.333057403564453,7.606576442718506,0.0004969239855166957,62.22256295121791,4.388199283555496,False,log
no_vote,2,-64536.609343222386,18.246517181396484,1266.4234738349915,0.0,47.751067026476285,47.07041722243543,False,log
