Parameter,Mean,HDI_2.5%,HDI_97.5%,rope_overlap
Intercept,-1.8363533,-1.8818853,-1.7905564,0.0
ground_truth,0.007185844,-0.06419119,0.07798047,0.7033750310109687
researched,0.10841454,0.036492124,0.17867857,0.09500114808565234
sub_compliance,-0.03397563,-0.0784283,0.011200325,0.6828212090564932
ground_truth_researched,-0.15517873,-0.2887764,-0.021953188,0.10511383974351905
