Parameter,Mean,HDI_2.5%,HDI_97.5%,rope_overlap
Intercept,0.0013084282,-0.15771675,0.16281238,0.3119841215013464
time,0.01651346,-0.0011658804,0.03401652,1.0
ground_truth,0.6671182,0.64913213,0.6852112,0.0
researched,-0.0029053497,-0.020849388,0.015095132,1.0
istest,-0.04026942,-0.058070187,-0.022752933,0.7714945029235573
sub_compliance,-0.0073200716,-0.016299525,0.0015859453,1.0
ground_truth_researched,0.12479311,0.08907178,0.15976171,0.0
ground_truth_istest,0.0052581346,-0.028693993,0.039466593,1.0
researched_istest,-0.030861532,-0.06643819,0.0043413914,0.7677551891391725
ground_truth_researched_istest,0.11008621,0.04390985,0.17807628,0.04539249130647607
time_ground_truth,0.1801051,0.14583251,0.21537098,0.0
time_researched,-0.001550564,-0.03643602,0.032722466,1.0
time_istest,0.041959263,0.0063197166,0.07637917,0.623474488156771
time_ground_truth_researched,0.2565022,0.18962254,0.32306975,0.0
time_ground_truth_istest,0.02201414,-0.043612104,0.088355325,0.7093576389854356
time_researched_istest,0.022897746,-0.043191843,0.089453496,0.7025640221989607
time_ground_truth_researched_istest,0.018096425,-0.09053737,0.12471309,0.4645750765616903
