Parameter,Mean,HDI_2.5%,HDI_97.5%,rope_overlap
Intercept,-1.9662071,-2.0095997,-1.9225217,0.0
ground_truth,-0.062181804,-0.12353043,-0.0011216099,0.39930447010794595
researched,0.07082632,0.010359207,0.1312082,0.3280192339410478
ground_truth_researched,0.03455215,-0.08028764,0.14984438,0.4345331847395915
