name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_full_with_model,0,-8664.40692769144,330.98284912109375,0.0,0.924313051450717,85.45647515817446,0.0,False,log
GLM_control,1,-8667.215668784122,325.334716796875,2.8087410926818848,0.05571836034832422,85.47516697840504,2.261621086642921,False,log
GLM_full_without_model,2,-8668.24181805704,327.92559814453125,3.834890365600586,0.019968588200958697,85.49724262988954,1.8040164311840141,False,log
