Parameter,Mean,HDI_2.5%,HDI_97.5%,rope_overlap
Intercept,-0.0012900984,-0.10445857,0.10604445,0.4750525683127919
time,-0.012777379,-0.03788082,0.012228229,1.0
ground_truth,0.21459273,0.18940698,0.23996313,0.0
researched,-0.009013778,-0.03517038,0.016347218,1.0
istest,-0.014964698,-0.04050543,0.01022405,1.0
ground_truth_researched,-0.022034287,-0.06859722,0.024052687,0.7992742733163601
ground_truth_istest,-0.0034389468,-0.050434686,0.043806903,0.99538753275781
researched_istest,-0.0075159734,-0.053069886,0.03935128,0.9667837365278363
ground_truth_researched_istest,0.015463784,-0.059994,0.09100941,0.6622367040915026
time_ground_truth,-0.24390544,-0.2938559,-0.192419,0.0
time_researched,-0.024463255,-0.07005296,0.021699024,0.7814438632914196
time_istest,0.02922738,-0.016507648,0.07681344,0.7126754682346449
time_ground_truth_researched,-0.045626666,-0.12178757,0.027083788,0.5177878999160985
time_ground_truth_istest,-0.016435321,-0.09070229,0.059779923,0.6645303731342785
time_researched_istest,0.045438778,-0.027347991,0.11938785,0.5271240516333167
time_ground_truth_researched_istest,-0.0075673554,-0.1063705,0.08976335,0.5098558916665148
