name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_full_with_model,0,-130297.008954842,27.805828094482422,0.0,0.9963345055120775,73.44224114525856,0.0,False,log
GLM_full_without_model,1,-130302.63887818565,18.684688568115234,5.629923343658447,0.003575695513481214,73.36433305570864,4.879603301163625,False,log
GLM_control,2,-130306.32321961632,12.488370895385742,9.31426477432251,8.979897444128876e-05,73.2906496624974,6.207671539388908,False,log
