name,rank,elpd_waic,p_waic,elpd_diff,weight,se,dse,warning,scale
GLM_control,0,-129847.43368752708,11.915283203125,0.0,0.8939926062942279,74.67304792711484,0.0,False,log
GLM_full_without_model,1,-129849.6284201931,16.81769561767578,2.194732666015625,0.09958034828616552,74.69669256740421,1.8473138754932095,False,log
GLM_full_with_model,2,-129852.3688700985,23.705720901489258,4.935182571411133,0.0064270454196064634,74.71091713652895,3.022808167711341,False,log
